Data operacji,Opis,Kwota transakcji,Saldo po operacji
2015-04-23,PRZELEW UZNANIOWY (NADANO 23-04-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 43679760227352604715352537,32,4018.00
2015-04-25,PRZELEW UZNANIOWY (NADANO 25-04-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 30677330261047772618444369,64,3954.00
2015-04-26,PRZELEW UZNANIOWY (NADANO 26-04-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 53031109026271122948939875,32,3922.00
2015-04-28,PRZELEW UZNANIOWY (NADANO 28-04-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 21790479225122387470005393,128,3794.00
2015-04-29,PRZELEW UZNANIOWY (NADANO 29-04-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 04-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 93376977485962912781588434,32,3762.00
2015-05-01,PRZELEW OBCI¥¯ENIOWY (NADANO 01-05-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 13257366427264700901133386,-313,4075.00
2015-05-03,PRZELEW UZNANIOWY (NADANO 03-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 14409502232072179661164279,128,3947.00
2015-05-05,PRZELEW UZNANIOWY (NADANO 05-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 96250532677584611674173216,32,3915.00
2015-05-07,PRZELEW UZNANIOWY (NADANO 07-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  HENRYK KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 30399204811967717691208279,32,3883.00
2015-05-07,PRZELEW UZNANIOWY (NADANO 07-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 24931066583395257219947201,16,3867.00
2015-05-08,PRZELEW OBCI¥¯ENIOWY (NADANO 08-05-2015) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 14595098959505702412831395,-460,4327.00
2015-05-09,PRZELEW UZNANIOWY (NADANO 09-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 13602316255367602420942290,16,4311.00
2015-05-09,PRZELEW UZNANIOWY (NADANO 09-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 62967097710957578540991787,64,4247.00
2015-05-09,PRZELEW UZNANIOWY (NADANO 09-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 48119978565063349183575483,128,4119.00
2015-05-10,PRZELEW UZNANIOWY (NADANO 10-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 20440803948170600607270159,32,4087.00
2015-05-12,PRZELEW UZNANIOWY (NADANO 12-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 04180067506042874334708268,16,4071.00
2015-05-14,PRZELEW UZNANIOWY (NADANO 14-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 30488559655967072116098363,128,3943.00
2015-05-16,PRZELEW UZNANIOWY (NADANO 16-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 82015227815515819076096882,16,3927.00
2015-05-17,PRZELEW UZNANIOWY (NADANO 17-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 87147943645089413568656606,32,3895.00
2015-05-18,PRZELEW UZNANIOWY (NADANO 18-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 48599794939136541928655101,64,3831.00
2015-05-18,PRZELEW UZNANIOWY (NADANO 18-05-2015) DAROWIZNA  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 69839294041073654721437216,819,3012.00
2015-05-20,PRZELEW UZNANIOWY (NADANO 20-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 81891618720957049558622506,16,2996.00
2015-05-22,PRZELEW UZNANIOWY (NADANO 22-05-2015) DAROWIZNA  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 93698208946160148734111388,719,2277.00
2015-05-23,PRZELEW UZNANIOWY (NADANO 23-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 29715292352629257687440127,64,2213.00
2015-05-23,PRZELEW UZNANIOWY (NADANO 23-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 93697851362111332435941592,32,2181.00
2015-05-25,PRZELEW UZNANIOWY (NADANO 25-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 42187043042560162682779085,32,2149.00
2015-05-25,PRZELEW UZNANIOWY (NADANO 25-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 74502609194087170330368033,32,2117.00
2015-05-25,PRZELEW UZNANIOWY (NADANO 25-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 45743812852642706612980400,128,1989.00
2015-05-27,PRZELEW UZNANIOWY (NADANO 27-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 42394900694201739988768592,16,1973.00
2015-05-28,PRZELEW OBCI¥¯ENIOWY (NADANO 28-05-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 55307807488054641901909148,-474,2447.00
2015-05-29,PRZELEW UZNANIOWY (NADANO 29-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 45042973922888722829492429,64,2383.00
2015-05-31,PRZELEW UZNANIOWY (NADANO 31-05-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 05-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 74310491351025335626361588,16,2367.00
2015-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 94650090479123039989485001,128,2239.00
2015-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 72235471843057081164203536,64,2175.00
2015-06-02,PRZELEW OBCI¥¯ENIOWY (NADANO 02-06-2015) COS DO PLACENIA  UPC  WOJSKA CZESKIEGO 43 BRNO 05575123572470254345807953,-379,2554.00
2015-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  £UKASZ STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 75962509950694537528113666,128,2426.00
2015-06-02,PRZELEW UZNANIOWY (NADANO 02-06-2015) DAROWIZNA  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 61579507376794915249867598,291,2135.00
2015-06-03,PRZELEW UZNANIOWY (NADANO 03-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 96087422278380788792186817,16,2119.00
2015-06-03,PRZELEW UZNANIOWY (NADANO 03-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  DAWID RYBSKI  WOJSKA CZESKIEGO 43 BRNO 96599582404703636610962756,32,2087.00
2015-06-03,PRZELEW UZNANIOWY (NADANO 03-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 96264850706278025606315315,128,1959.00
2015-06-04,PRZELEW UZNANIOWY (NADANO 04-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 64473993187105850773704309,32,1927.00
2015-06-04,PRZELEW UZNANIOWY (NADANO 04-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 74056611204858702720147270,128,1799.00
2015-06-05,PRZELEW UZNANIOWY (NADANO 05-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 89115457432106996935144268,16,1783.00
2015-06-06,PRZELEW UZNANIOWY (NADANO 06-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 18926070239051621220275901,64,1719.00
2015-06-06,PRZELEW UZNANIOWY (NADANO 06-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 80584888817438116590677707,32,1687.00
2015-06-08,PRZELEW UZNANIOWY (NADANO 08-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 01641888019659271843710050,128,1559.00
2015-06-10,PRZELEW UZNANIOWY (NADANO 10-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 69504311046805051465907519,16,1543.00
2015-06-10,PRZELEW UZNANIOWY (NADANO 10-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 04279234439190997156499574,32,1511.00
2015-06-12,PRZELEW UZNANIOWY (NADANO 12-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 98585018771580636226371313,64,1447.00
2015-06-12,PRZELEW UZNANIOWY (NADANO 12-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 31059891718937251940506002,32,1415.00
2015-06-13,PRZELEW UZNANIOWY (NADANO 13-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 37289221378060892642368978,64,1351.00
2015-06-14,PRZELEW UZNANIOWY (NADANO 14-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 38702778361198044379677597,128,1223.00
2015-06-15,PRZELEW UZNANIOWY (NADANO 15-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 92129071176325655601932343,32,1191.00
2015-06-15,PRZELEW UZNANIOWY (NADANO 15-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 25882254722388912173316335,64,1127.00
2015-06-17,PRZELEW UZNANIOWY (NADANO 17-06-2015) DAROWIZNA  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 61769417499960232660472169,662,465.00
2015-06-18,PRZELEW UZNANIOWY (NADANO 18-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 14279867352682811988409020,64,401.00
2015-06-20,PRZELEW UZNANIOWY (NADANO 20-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 83519255477022154194949868,64,337.00
2015-06-21,PRZELEW OBCI¥¯ENIOWY (NADANO 21-06-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 31396551690790051101024910,-958,1295.00
2015-06-22,PRZELEW OBCI¥¯ENIOWY (NADANO 22-06-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 61194252903257228849925863,-297,1592.00
2015-06-22,PRZELEW UZNANIOWY (NADANO 22-06-2015) DAROWIZNA  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 79053069839569690276590908,327,1265.00
2015-06-23,PRZELEW UZNANIOWY (NADANO 23-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 06030621514169678401698284,32,1233.00
2015-06-25,PRZELEW UZNANIOWY (NADANO 25-06-2015) DAROWIZNA  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 87547371885047902640039510,660,573.00
2015-06-25,PRZELEW UZNANIOWY (NADANO 25-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 40141214011188206266865548,16,557.00
2015-06-26,PRZELEW OBCI¥¯ENIOWY (NADANO 26-06-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 94060321395495255006346209,-880,1437.00
2015-06-28,PRZELEW UZNANIOWY (NADANO 28-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 37911041302589477365885833,16,1421.00
2015-06-30,PRZELEW UZNANIOWY (NADANO 30-06-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 06-2015  BARTUŒ TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 04810110728455574159859865,16,1405.00
2015-07-02,PRZELEW UZNANIOWY (NADANO 02-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 17203861424164837018213643,64,1341.00
2015-07-03,PRZELEW UZNANIOWY (NADANO 03-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 51812615173188843640279261,64,1277.00
2015-07-05,PRZELEW UZNANIOWY (NADANO 05-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MICHA£ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 68032472099006213794192994,32,1245.00
2015-07-06,PRZELEW OBCI¥¯ENIOWY (NADANO 06-07-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 73039493829685925583296162,-406,1651.00
2015-07-06,PRZELEW OBCI¥¯ENIOWY (NADANO 06-07-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 89086847877394940093673184,-593,2244.00
2015-07-08,PRZELEW UZNANIOWY (NADANO 08-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 74890032850595091095041579,32,2212.00
2015-07-10,PRZELEW UZNANIOWY (NADANO 10-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 82712628706110135455386534,128,2084.00
2015-07-10,PRZELEW UZNANIOWY (NADANO 10-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 58472462448690906828134909,128,1956.00
2015-07-11,PRZELEW UZNANIOWY (NADANO 11-07-2015) DAROWIZNA  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 25790684899848845136269160,959,997.00
2015-07-12,PRZELEW UZNANIOWY (NADANO 12-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 62604062064145130738536878,32,965.00
2015-07-13,PRZELEW UZNANIOWY (NADANO 13-07-2015) DAROWIZNA  PAWE£ NOWAK  WOJSKA CZESKIEGO 43 BRNO 96884203492641094673015768,410,555.00
2015-07-14,PRZELEW UZNANIOWY (NADANO 14-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  OKTAWIAN PROSTACKI  WOJSKA CZESKIEGO 43 BRNO 84496579881489559933602985,16,539.00
2015-07-16,PRZELEW UZNANIOWY (NADANO 16-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 08850778881182724048182654,16,523.00
2015-07-18,PRZELEW UZNANIOWY (NADANO 18-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  DAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 93412679043208460275587654,16,507.00
2015-07-18,PRZELEW UZNANIOWY (NADANO 18-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 91869594593173285501049567,32,475.00
2015-07-20,PRZELEW UZNANIOWY (NADANO 20-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 65243343039811994699595666,128,347.00
2015-07-20,PRZELEW UZNANIOWY (NADANO 20-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 86190586466418591681881352,128,219.00
2015-07-21,PRZELEW UZNANIOWY (NADANO 21-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  PAWE£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 20519231899110871728422750,32,187.00
2015-07-22,PRZELEW UZNANIOWY (NADANO 22-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MICHA£ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 03495885059045578450918894,128,59.00
2015-07-22,PRZELEW UZNANIOWY (NADANO 22-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 65247070685936634205194433,32,27.00
2015-07-24,PRZELEW UZNANIOWY (NADANO 24-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 92873860337257011342045944,32,-5.00
2015-07-26,PRZELEW UZNANIOWY (NADANO 26-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  MAREK OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 04186618470531094509425347,64,-69.00
2015-07-28,PRZELEW UZNANIOWY (NADANO 28-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  HENRYK CHOLERAWIECKI  WOJSKA CZESKIEGO 43 BRNO 62438852344963059604325526,32,-101.00
2015-07-28,PRZELEW UZNANIOWY (NADANO 28-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 08388419211942326938390355,64,-165.00
2015-07-30,PRZELEW UZNANIOWY (NADANO 30-07-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 07-2015  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 39015773280769838602174166,32,-197.00
2015-07-30,PRZELEW OBCI¥¯ENIOWY (NADANO 30-07-2015) COS DO PLACENIA  LOKAL  WOJSKA CZESKIEGO 43 BRNO 68143853345846515476794002,-293,96.00
2015-08-01,PRZELEW UZNANIOWY (NADANO 01-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  STANIS£AW STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 66047614246324324652943282,64,32.00
2015-08-02,PRZELEW UZNANIOWY (NADANO 02-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 10172324898768541978411780,64,-32.00
2015-08-03,PRZELEW UZNANIOWY (NADANO 03-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  £UKASZ NOWAK  WOJSKA CZESKIEGO 43 BRNO 62150776182772387352694631,32,-64.00
2015-08-03,PRZELEW UZNANIOWY (NADANO 03-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 62645194179758376093172960,128,-192.00
2015-08-04,PRZELEW UZNANIOWY (NADANO 04-08-2015) DAROWIZNA  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 25930546668505928332259798,660,-852.00
2015-08-05,PRZELEW UZNANIOWY (NADANO 05-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  STANIS£AW CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 27858051518387507808480312,64,-916.00
2015-08-06,PRZELEW UZNANIOWY (NADANO 06-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  STANIS£AW MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 34595247259319641679385873,32,-948.00
2015-08-08,PRZELEW UZNANIOWY (NADANO 08-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MICHA£ KOWALSKI  WOJSKA CZESKIEGO 43 BRNO 11493769108525492452357296,32,-980.00
2015-08-09,PRZELEW UZNANIOWY (NADANO 09-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 43074103495082155038481954,128,-1108.00
2015-08-09,PRZELEW UZNANIOWY (NADANO 09-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  BARTUŒ NOWAK  WOJSKA CZESKIEGO 43 BRNO 17040439934295182651883897,16,-1124.00
2015-08-10,PRZELEW OBCI¥¯ENIOWY (NADANO 10-08-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 68576185666104418165542444,-668,-456.00
2015-08-12,PRZELEW UZNANIOWY (NADANO 12-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK STAROWSKI  WOJSKA CZESKIEGO 43 BRNO 30499953778022353381235893,16,-472.00
2015-08-13,PRZELEW UZNANIOWY (NADANO 13-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 11561856415884284200027587,64,-536.00
2015-08-15,PRZELEW UZNANIOWY (NADANO 15-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 20472605901811913615649272,64,-600.00
2015-08-15,PRZELEW UZNANIOWY (NADANO 15-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  £UKASZ WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 06364456034415386752225609,32,-632.00
2015-08-16,PRZELEW UZNANIOWY (NADANO 16-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  OKTAWIAN NOWAK  WOJSKA CZESKIEGO 43 BRNO 67088566566712959858514556,32,-664.00
2015-08-17,PRZELEW UZNANIOWY (NADANO 17-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK TESTOWSKI  WOJSKA CZESKIEGO 43 BRNO 03977363849120276818631144,64,-728.00
2015-08-17,PRZELEW UZNANIOWY (NADANO 17-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  BARTUŒ CZARNOWSKI  WOJSKA CZESKIEGO 43 BRNO 26200596975908119856020296,32,-760.00
2015-08-18,PRZELEW UZNANIOWY (NADANO 18-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  STANIS£AW WARSZAWSKI  WOJSKA CZESKIEGO 43 BRNO 60428486654359219781530218,32,-792.00
2015-08-20,PRZELEW UZNANIOWY (NADANO 20-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 73992721880697554600483366,64,-856.00
2015-08-20,PRZELEW UZNANIOWY (NADANO 20-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 32120692322657976933439277,32,-888.00
2015-08-20,PRZELEW UZNANIOWY (NADANO 20-08-2015) DAROWIZNA  STANIS£AW OWCZAREK  WOJSKA CZESKIEGO 43 BRNO 09413343266528834080979420,431,-1319.00
2015-08-21,PRZELEW UZNANIOWY (NADANO 21-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 87099598889548593915543847,64,-1383.00
2015-08-22,PRZELEW UZNANIOWY (NADANO 22-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  MAREK NOWAK  WOJSKA CZESKIEGO 43 BRNO 08735318332031866023758207,16,-1399.00
2015-08-22,PRZELEW UZNANIOWY (NADANO 22-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID NOWAK  WOJSKA CZESKIEGO 43 BRNO 46356060675348731505079447,32,-1431.00
2015-08-22,PRZELEW UZNANIOWY (NADANO 22-08-2015) SK£ADKA CZ£ONKOWSKA ZA MIESI¥C 08-2015  DAWID MARKOWSKI  WOJSKA CZESKIEGO 43 BRNO 10355498180917188032831474,32,-1463.00
2015-08-24,PRZELEW OBCI¥¯ENIOWY (NADANO 24-08-2015) COS DO PLACENIA  TAURON  WOJSKA CZESKIEGO 43 BRNO 47645861727435641381302735,-976,-487.00
